ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,clip_key,normalized_caption,raw_aspects,aspects,audioset_ids,n_aspects,caption_words,selected_tags,selected_tag_ids,task1_split
-FEPOSP7ay0,260,270,/m/0395lw,"['loud bells impacts', 'metallic squeaking sound', 'low quality', 'mono', 'noisy']",The low quality recording features loud bells and metallic squeaking sounds. The recording is mono and noisy.,4,False,False,-FEPOSP7ay0__260__270,the low quality recording features loud bells and metallic squeaking sounds. the recording is mono and noisy.,"['loud bells impacts', 'metallic squeaking sound', 'low quality', 'mono', 'noisy']","['loud bells impacts', 'metallic squeaking sound', 'low quality', 'mono', 'noisy']",['/m/0395lw'],5,17,"['low quality', 'noisy', 'mono']","[0, 3, 12]",train
-FFx68qSAuY,190,200,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['punk rock', 'gothic rock', 'male vocals', 'grunt-like singing', 'electric guitar', 'bass guitar', 'acoustic guitar', 'hard-hitting', 'aggressive']",This is a punk rock music piece. There are male vocals singing in a grunt-like manner. The melody is being played by an electric guitar while a bass guitar plays in the background. The rhythm consists of a slightly fast-paced rock acoustic drum beat. The piece has an aggressive atmosphere. It could be used in the soundtrack of an action-filled video game.,9,False,False,-FFx68qSAuY__190__200,this is a punk rock music piece. there are male vocals singing in a grunt-like manner. the melody is being played by an electric guitar while a bass guitar plays in the background. the rhythm consists of a slightly fast-paced rock acoustic drum beat. the piece has an aggressive atmosphere. it could be used in the soundtrack of an action-filled video game.,"['punk rock', 'gothic rock', 'male vocals', 'grunt-like singing', 'electric guitar', 'bass guitar', 'acoustic guitar', 'hard-hitting', 'aggressive']","['punk rock', 'gothic rock', 'male vocals', 'grunt-like singing', 'electric guitar', 'bass guitar', 'acoustic guitar', 'hard-hitting', 'aggressive']","['/m/026t6', '/m/02hnl', '/m/02k_mr', '/m/03t3fj', '/m/06rvn', '/m/0bm02', '/m/0l14md']",9,62,"['bass guitar', 'electric guitar', 'acoustic guitar']","[14, 15, 16]",train
-FlvaZQOr2I,90,100,"/m/04rlf,/t/dd00037","['building suspense', 'cartoon show soundtrack', 'story telling', 'tense harmony', 'drumming rolls', 'poor audio quality', 'instrumental music', 'medium tempo', 'suspense', 'mystery', 'string section harmony', 'animated show', 'horns playing to a crescendo', 'poor audio quality', 'low bass thumps']","The song is an instrumental. The song is medium tempo, with a horn and string section and a drum section playing to a crescendo, followed by a low frequency thumping rhythm. The song is an instrumental soundtrack for an animated show. The audio quality is poor.",1,False,False,-FlvaZQOr2I__90__100,"the song is an instrumental. the song is medium tempo, with a horn and string section and a drum section playing to a crescendo, followed by a low frequency thumping rhythm. the song is an instrumental soundtrack for an animated show. the audio quality is poor.","['building suspense', 'cartoon show soundtrack', 'story telling', 'tense harmony', 'drumming rolls', 'poor audio quality', 'instrumental music', 'medium tempo', 'suspense', 'mystery', 'string section harmony', 'animated show', 'horns playing to a crescendo', 'poor audio quality', 'low bass thumps']","['building suspense', 'cartoon show soundtrack', 'story telling', 'tense harmony', 'drumming rolls', 'poor audio quality', 'instrumental music', 'medium tempo', 'suspense', 'mystery', 'string section harmony', 'animated show', 'horns playing to a crescendo', 'low bass thumps']","['/m/04rlf', '/t/dd00037']",14,46,"['medium tempo', 'instrumental music', 'poor audio quality']","[5, 17, 27]",train
-Gf4Ihv1zwc,50,60,"/m/04rlf,/t/dd00034","['christmas', 'festive', 'celtic', 'female vocal', 'melodic singing', 'strings', 'piano', 'harp', 'dulcimer', 'calming', 'positive']",This is a Christmas music piece with heavy influences from Celtic music. There is a female vocalist singing melodically as the lead. The melodic background is provided by the strings and the piano and at the same time Celtic instruments that resemble a harp and a dulcimer. There is a calming and positive aura to this piece. It could be playing in the background at a Christmas party. It could also be used in Christmas-themed shows or social media content.,9,False,True,-Gf4Ihv1zwc__50__60,this is a christmas music piece with heavy influences from celtic music. there is a female vocalist singing melodically as the lead. the melodic background is provided by the strings and the piano and at the same time celtic instruments that resemble a harp and a dulcimer. there is a calming and positive aura to this piece. it could be playing in the background at a christmas party. it could also be used in christmas-themed shows or social media content.,"['christmas', 'festive', 'celtic', 'female vocal', 'melodic singing', 'strings', 'piano', 'harp', 'dulcimer', 'calming', 'positive']","['christmas', 'festive', 'celtic', 'female vocal', 'melodic singing', 'strings', 'piano', 'harp', 'dulcimer', 'calming', 'positive']","['/m/04rlf', '/t/dd00034']",11,80,"['piano', 'calming', 'melodic singing']","[18, 55, 57]",train
-IZbvEO9wzU,30,40,"/m/04rlf,/t/dd00004,/t/dd00005","['jingle', 'chipmunk vocal', 'transposed instruments', 'piano', 'electronic drums', 'high pitch', 'irritating', 'poor quality', 'bizarre']",This is a heavily edited version of a birthday song. The track has been transposed to make the original vocal sound like a little girl which resulted in a chipmunk vocal effect. The piano playing the melody and the electronic drum beat is at an irritatingly higher pitch than normal. This creates a bizarre atmosphere. It could be used in nightmare sequences in video games or TV shows.,9,False,True,-IZbvEO9wzU__30__40,this is a heavily edited version of a birthday song. the track has been transposed to make the original vocal sound like a little girl which resulted in a chipmunk vocal effect. the piano playing the melody and the electronic drum beat is at an irritatingly higher pitch than normal. this creates a bizarre atmosphere. it could be used in nightmare sequences in video games or tv shows.,"['jingle', 'chipmunk vocal', 'transposed instruments', 'piano', 'electronic drums', 'high pitch', 'irritating', 'poor quality', 'bizarre']","['jingle', 'chipmunk vocal', 'transposed instruments', 'piano', 'electronic drums', 'high pitch', 'irritating', 'poor quality', 'bizarre']","['/m/04rlf', '/t/dd00004', '/t/dd00005']",9,68,"['piano', 'electronic drums']","[18, 35]",train
-JVWfFPBl84,330,340,/m/0l14t7,"['low quality audio', 'tibetan singing bowl', 'animal sounds', 'no other instruments', 'no voices', 'instrumental', 'meditation music']","This audio clip features the sound produced at a particular frequency by a Tibetan singing bowl. This produces a continuous ringing sound. Toward the end of the clip, some other animal sounds can be heard. There are no other instruments in this song. This song can be played at a meditation center.",0,False,False,-JVWfFPBl84__330__340,"this audio clip features the sound produced at a particular frequency by a tibetan singing bowl. this produces a continuous ringing sound. toward the end of the clip, some other animal sounds can be heard. there are no other instruments in this song. this song can be played at a meditation center.","['low quality audio', 'tibetan singing bowl', 'animal sounds', 'no other instruments', 'no voices', 'instrumental', 'meditation music']","['low quality audio', 'tibetan singing bowl', 'animal sounds', 'no other instruments', 'no voices', 'instrumental', 'meditation music']",['/m/0l14t7'],7,52,"['instrumental', 'no voices', 'no other instruments']","[1, 32, 53]",train
-JvB5AL59fM,30,40,"/m/04rlf,/m/06j6l,/t/dd00031,/t/dd00035","['rock', 'e-guitars', 'e-bass', 'acoustic drums', 'keys', 'female voice singing', 'male backing voice', 'uptempo']",An acoustic drum is playing a simple rock groove with some drum fills on the toms and snare along with a distorted e-bass and e-guitar playing the same line. Panned to the right side of the speaker you can hear a piano sound playing a little melody. A female voice is singing a happy sounding melody while male backing voices are supporting her. This song may be playing sitting in your room enjoying being at home alone.,6,False,True,-JvB5AL59fM__30__40,an acoustic drum is playing a simple rock groove with some drum fills on the toms and snare along with a distorted e-bass and e-guitar playing the same line. panned to the right side of the speaker you can hear a piano sound playing a little melody. a female voice is singing a happy sounding melody while male backing voices are supporting her. this song may be playing sitting in your room enjoying being at home alone.,"['rock', 'e-guitars', 'e-bass', 'acoustic drums', 'keys', 'female voice singing', 'male backing voice', 'uptempo']","['rock', 'e-guitars', 'e-bass', 'acoustic drums', 'keys', 'female voice singing', 'male backing voice', 'uptempo']","['/m/04rlf', '/m/06j6l', '/t/dd00031', '/t/dd00035']",8,77,"['acoustic drums', 'uptempo', 'e-bass', 'rock']","[10, 20, 26, 34]",train
-M6K3QoHh40,30,40,"/m/04rlf,/m/07qv_x_","['low quality', 'r&b', 'boomy', 'passionate male vocal', 'claps', 'shimmering hi hats', 'groovy bass', 'noisy', 'passionate', 'speaker', 'reverberant', '4 on the floor kick']","The low quality recording features a R&B song playing on a speaker, judging by the reverberant and boomy sound of it. The song consists of passionate male vocal singing over shimmering hi hats, claps, groovy bass and ""4 on the floor"" kick pattern, It sounds passionate, like something you would dance to with your partner.",4,False,True,-M6K3QoHh40__30__40,"the low quality recording features a r&b song playing on a speaker, judging by the reverberant and boomy sound of it. the song consists of passionate male vocal singing over shimmering hi hats, claps, groovy bass and ""4 on the floor"" kick pattern, it sounds passionate, like something you would dance to with your partner.","['low quality', 'r&b', 'boomy', 'passionate male vocal', 'claps', 'shimmering hi hats', 'groovy bass', 'noisy', 'passionate', 'speaker', 'reverberant', '4 on the floor kick']","['low quality', 'r&b', 'boomy', 'passionate male vocal', 'claps', 'shimmering hi hats', 'groovy bass', 'noisy', 'passionate', 'speaker', 'reverberant', '4 on the floor kick']","['/m/04rlf', '/m/07qv_x_']",12,55,"['low quality', 'noisy', 'passionate', 'shimmering hi hats', 'groovy bass']","[0, 3, 6, 22, 24]",train
-NmjCyqIavI,30,40,"/m/02cz_7,/m/04rlf,/m/0y4f8","['amateur recording', 'beatboxing', 'female voice', 'funny', 'comedic']",This is an amateur recording of a female voice beatboxing. It is a funny recording. It could be playing in the background of comedic social media content.,9,False,False,-NmjCyqIavI__30__40,this is an amateur recording of a female voice beatboxing. it is a funny recording. it could be playing in the background of comedic social media content.,"['amateur recording', 'beatboxing', 'female voice', 'funny', 'comedic']","['amateur recording', 'beatboxing', 'female voice', 'funny', 'comedic']","['/m/02cz_7', '/m/04rlf', '/m/0y4f8']",5,27,['amateur recording'],[7],train
-O9mnfC61Ac,0,10,/m/01lyv,"['country music', 'fiddle', 'acoustic guitar', 'electric guitar', 'gentle playing', 'slow tempo', 'easygoing', 'sentimental', 'longing']","This is a country music piece. There is a fiddle playing the main melody. The acoustic guitar and the electric guitar are playing gently in the background. The song has a slow tempo. The atmosphere is sentimental. This piece can be used in the soundtrack of an American drama movie, especially during the scenes where the feeling of longing is emphasized.",9,False,False,-O9mnfC61Ac__0__10,"this is a country music piece. there is a fiddle playing the main melody. the acoustic guitar and the electric guitar are playing gently in the background. the song has a slow tempo. the atmosphere is sentimental. this piece can be used in the soundtrack of an american drama movie, especially during the scenes where the feeling of longing is emphasized.","['country music', 'fiddle', 'acoustic guitar', 'electric guitar', 'gentle playing', 'slow tempo', 'easygoing', 'sentimental', 'longing']","['country music', 'fiddle', 'acoustic guitar', 'electric guitar', 'gentle playing', 'slow tempo', 'easygoing', 'sentimental', 'longing']",['/m/01lyv'],9,61,"['slow tempo', 'electric guitar', 'acoustic guitar', 'easygoing']","[8, 15, 16, 47]",train
